,Meal_id,Name,Catagory,Description,Veg_non,Nutrient,Diet,Diabeties,Heart_Disease,Hypertension
166,meal_id23  ,dates and nuts ladoo                                                          ,ladoo       ,"dates (pitted), mixed nuts (almonds, cashews, walnuts, pistachios, peanuts), dessicated coconut (optional)                                                                                                                                                                                                                                                                                                                                                                                                                                                            ",veg     ,vitamin_e     ,alkaline_diet omni_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet gluten_free_diet dash_diet                                                                            ,1,1,0
167,meal_id24  ,green lentil dessert fudge                                                    ,dessert     ,"whole moong beans, cow ghee, raisins, whole milk, jaggery (organic), ground cardamom, almonds (halved)                                                                                                                                                                                                                                                                                                                                                                                                                                                                ",veg     ,calcium       ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet dash_diet                                                                           ,1,1,1
168,meal_id202 ,pista chocolate &amp; mandarin                                                ,chocolate   ,"Pistachios, milk, sugar, broken rice, green cardamom, white chocolate, milk, egg yolk, whipped cream, vanilla pod, mandarins, sugar, water                                                                                                                                                                                                                                                                                                                                                                                                                            ",veg     ,magnesium     ,high_protien_diet high_fiber_diet ketogenic_diet                                                                                                                                        ,0,1,1
169,meal_id69  ,banana and maple ice lollies                                                  ,banana      ,"Bananas, Greek Yogurt, Heavy Cream, Pure Maple Syrup, Coconut                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ",veg     ,selenium      ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet dash_diet                                                                                                          ,0,0,1
170,meal_id203 ,banana and chia tea cake                                                      ,cake        ,"Banana, caster sugar, flour, oil, milk, eggs, baking soda, flax seeds, almond flakes, chia seeds                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ",veg     ,potassium     ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet                                                                                     ,1,1,1
171,meal_id204 ,chocolate and almond rum ball h                                               ,almond      ,"Chocolate Sponge Eggless, Dark Chocolate, Single Cream, Almonds, Caster Sugar, Instant Coffee Powder, Dark Rum                                                                                                                                                                                                                                                                                                                                                                                                                                                        ",veg     ,magnesium     ,high_protien_diet high_fiber_diet ketogenic_diet gluten_free_diet                                                                                                                       ,0,1,1
172,meal_id25  ,cashew nut cookies                                                            ,cookie      ,"Cashew Paste, Ghee, Sugar, Flax or Chia Seeds, Baking Soda, Baking Powder, Vanilla, Oats, Maida Organic                                                                                                                                                                                                                                                                                                                                                                                                                                                               ",veg     ,protien       ,high_protien_diet vegan_diet dash_diet ketogenic_diet                                                                                                                                   ,0,0,1
173,meal_id206 ,chocolate doughnut                                                            ,chocolate   ,"Sugar, egg yolk, egg, butter, yeast, milk                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ",veg     ,magnesium     ,high_protien_diet high_fiber_diet ketogenic_diet                                                                                                                                        ,0,1,1
174,meal_id207 ,spiced almond banana jaggery cake                                             ,cake        ,"Butter, cinnamon jaggery powder, nutmeg (ground), almonds, sugar, eggs, orange peel, banana, flour, baking soda, baking powder, salt, buttermilk, ground cinnamon                                                                                                                                                                                                                                                                                                                                                                                                     ",veg     ,potassium     ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet gluten_free_diet                                                                                                   ,0,0,1
175,meal_id208 ,fennel scented sweet banana fritters                                          ,banana      ,"Wheat flour, ka, jaggery, milk or water, ghee or oil                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ",veg     ,selenium      ,alkaline_diet low_fat_diet paleo_diet Mediterranean_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet dash_diet                                                            ,0,0,1
176,meal_id209 ,camel milk cake tart                                                          ,cake        ,"Camel Milk, Sugar, Vinegar, Butter, Brown Sugar, Flour, Eggs                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ",veg     ,vitamin_d     ,low_fat_diet ketogenic_diet high_fiber_diet high_protien_diet dash_diet                                                                                                                 ,0,0,1
177,meal_id210 ,quinoa coconut crumble custard                                                ,coconut     ,"Quinoa (cooked), oats, cinnamon powder, salt, brown sugar or jaggery, nuts, coconut flakes, eggs, quinoa, coconut milk, maple syrup, vanilla extract, cinnamon powder, salt, honey                                                                                                                                                                                                                                                                                                                                                                                    ",veg     ,protien       ,paleo_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet gluten_free_diet dash_diet                                                                                         ,0,0,1
178,meal_id136 ,malabari fish curry                                                           ,curry       ,"sear fish, coconut, ginger, pureed tamarind, salt, powdered turmeric, green chillies, red chilli powder, shallots                                                                                                                                                                                                                                                                                                                                                                                                                                                     ",non-veg ,vitamin_a     ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet                                                                                          ,1,1,1
179,meal_id2   ,chicken minced salad                                                          ,salad       ,"olive oil, chicken mince, garlic (minced), onion, salt, black pepper, carrot, cabbage, green onions, sweet chilli sauce, peanut butter, ginger, soy sauce, fresh cilantro, red pepper flakes (crushed), tarts                                                                                                                                                                                                                                                                                                                                                         ",non-veg ,fiber         ,low_fat_diet low_carb_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet                                                         ,0,0,1
180,meal_id65  ,almond &amp; white chocolate gujiya                                           ,gujiya      ,"all-purpose flour, clarified butter (ghee), water, white chocolate, dessicated coconut, green cardamom powder, almond, jaggery                                                                                                                                                                                                                                                                                                                                                                                                                                        ",veg     ,magnesium     ,low_fat_diet omni_diet ketogenic_diet gluten_free_diet high_fiber_diet hormone_diet high_protien_diet                                                                                   ,0,1,1
181,meal_id48  ,almond and chicken momos (without shell)                                      ,chicken     ,"chicken mince, garlic, carrots, spring onion, ginger, soya sauce, oyster sauce, sesame oil, pepper powder, egg, almonds (blanched), oil (for greasing)                                                                                                                                                                                                                                                                                                                                                                                                                ",non-veg ,calcium       ,low_fat_diet low_carb_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet                                        ,0,0,1
182,meal_id213 ,berry parfait hazelnut white chocolate sable                                  ,chocolate   ,"for berry parfait:, egg yolk, caster sugar, berry puree, cream cheese, double cream, for hazelnut streusel:, ground hazelnut, flour, caster sugar, butter, for hazelnut white chocolate pressed sable:, hazelnut streusel, cocoa butter, puffed rice, clarified butter, melted white chocolate, for flexy berry:, raspberry puree, sugar, liquid glucose, pectin                                                                                                                                                                                                      ",veg     ,vitamin_a     ,low_fat_diet omni_diet ketogenic_diet high_fiber_diet hormone_diet high_protien_diet                                                                                                    ,0,1,1
183,meal_id137 ,portugese fish stew                                                           ,fish        ,"sole fillet (you can also do 2/3 types of fish), large shrimps (optional), potatoes (peeled), onions (cut into slices), garlic cloves, red capsicum (can use green also), parsley or coriander (choose the herb that most suits your taste buds), few dashes of hot sauce, paprika, olive oil, white wine, rock salt                                                                                                                                                                                                                                                  ",non-veg ,vitamin_a     ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet                                                                                          ,1,1,1
184,meal_id215 ,mixed vegetable soup                                                          ,soup        ,"Mix Vegetables (Tomatoes, Carrots, Peas and French Beans), Salt, Cumin Powder, Oil, Curry Leaves                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ",veg     ,sodium        ,alkaline_diet low_fat_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet dash_diet                                                                      ,1,1,0
185,meal_id213 ,berry parfait hazelnut white chocolate sable                                  ,chocolate   ,"for berry parfait:, egg yolk, caster sugar, berry puree, cream cheese, double cream, for hazelnut streusel:, ground hazelnut, flour, caster sugar, butter, for hazelnut white chocolate pressed sable:, hazelnut streusel, cocoa butter, puffed rice, clarified butter, melted white chocolate, for flexy berry:, raspberry puree, sugar, liquid glucose, pectin                                                                                                                                                                                                      ",veg     ,vitamin_a     ,low_fat_diet omni_diet ketogenic_diet high_fiber_diet hormone_diet high_protien_diet                                                                                                    ,0,1,1
186,meal_id216 ,duo of chocolate and strawberry                                               ,strawberry  ,"dark chocolate, white chocolate, strawberries                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ",veg     ,vitamin_c     ,high_fiber_diet ketogenic_diet                                                                                                                                                          ,0,1,1
187,meal_id217 ,mustard-parmesan whole roasted cauliflower                                    ,roasted     ,"cauliflowers, garlic, halved, olive oil , dijon mustard , kosher salt , freshly ground black pepper , fresh parsley leaves, parmesan , lemon wedges                                                                                                                                                                                                                                                                                                                                                                                                                   ",veg     ,chloride      ,alkaline_diet ketogenic_diet vegan_diet high_protien_diet dash_diet                                                                                                                     ,0,0,1
188,meal_id218 ,hassel back sweet potatoes                                                    ,vanilla     ,"sweet potatoes, butter, brown sugar, pure vanilla extract, ground cinnamon, himalayan pink salt / rock salt                                                                                                                                                                                                                                                                                                                                                                                                                                                           ",veg     ,chloride      ,alkaline_diet low_fat_diet omni_diet paleo_diet Mediterranean_diet low_sodium_diet high_fiber_diet high_protien_diet dash_diet                                                          ,0,0,1
189,meal_id74  ,slow cooked spiced sangria                                                    ,sangria     ,"red wine (merlot / zinfandel), apple cider, honey, orange (zested and juiced), cloves (whole), green cardamom, cinnamon sticks, anise (whole), brandy                                                                                                                                                                                                                                                                                                                                                                                                                 ",veg     ,iron          ,vegan_diet low_fat_diet high_fiber_diet ketogenic_diet                                                                                                                                  ,1,1,0
190,meal_id220 ,matcha tea macarons                                                           ,tea         ,"egg whites, breakfast sugar, icing sugar, almond powder, matcha powder, heavy cream, white chocolate                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ",veg     ,vitamin_a     ,ketogenic_diet hormone_diet                                                                                                                                                             ,0,1,0
191,meal_id221 ,"amaranthus granola with lemon yogurt, berries and marigold                  ",yogurt      ,"popped amaranthus (cholai), oats, almonds, cinnamon powder, sunflower seeds, sesame seeds, honey, brown sugar, salt, olive oil, lemon rind, plain yogurt (whipped with lemon rind), blueberries                                                                                                                                                                                                                                                                                                                                                                       ",veg     ,calcium       ,low_fat_diet omni_diet Mediterranean_diet ketogenic_diet low_sodium_diet vegan_diet high_protien_diet dash_diet                                                                         ,0,1,1
192,meal_id222 ,chocolate fudge cookies                                                       ,cookie      ,"dark chocolate coverture, butter, sugar, eggs, flour, baking powder, salt, cocoa powder, vanilla essence                                                                                                                                                                                                                                                                                                                                                                                                                                                              ",veg     ,magnesium     ,high_protien_diet high_fiber_diet ketogenic_diet                                                                                                                                        ,0,1,1
193,meal_id223 ,veg summer rolls                                                              ,rice        ,"rice paper sheets, iceberg lettuce, carrot, bean sprouts, cucumber, tofu, basil, mint leaves, coriander, rice noodles (soaked in warm water for 20-25 minutes), peanuts, hoisin sauce, peanuts, garlic, oil, red chillies, water                                                                                                                                                                                                                                                                                                                                      ",veg     ,carbohydrates ,high_protien_diet                                                                                                                                                                       ,1,0,0
194,meal_id225 ,sweet potato pie                                                              ,pie         ,"yams (red skinned), condensed milk, sugar, egg , cinnamon , marshmallows ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ",veg     ,vitamin_a     ,alkaline_diet low_fat_diet paleo_diet Mediterranean_diet low_sodium_diet gluten_free_diet high_fiber_diet high_protien_diet dash_diet                                                   ,0,0,1
195,meal_id226 ,wok tossed asparagus in mild garlic sauce                                     ,sauce       ,"asparagus, 1 fried onion (medium), 1/2 tsp breakfast sugar, 10 ml potato starch, 20 ml stock vegetarian, 20 gm porcini, salt to taste, 50 ml oil                                                                                                                                                                                                                                                                                                                                                                                                                      ",veg     ,chloride      ,alkaline_diet dash_diet low_fat_diet type_a_diet                                                                                                                                        ,1,1,1
196,meal_id227 ,cinnamon oatmeal pancakes                                                     ,pancakes    ,"rolled oats, buttermilk (divided), whole wheat flour or oat flour, baking powder, baking soda, cinnamon, salt, eggs, canola oil , honey or maple syrup,                                                                                                                                                                                                                                                                                                                                                                                                               ",veg     ,selenium      ,high_protien_diet vegan_diet low_fat_diet ketogenic_diet                                                                                                                                ,1,0,1
197,meal_id228 ,chocolate chip cheesecake                                                     ,chocolate   ,"butter biscuits (broken into pieces), butter (softened), cream cheese (softened), sugar, egg, rose essence or vanilla essence, chocolate chips                                                                                                                                                                                                                                                                                                                                                                                                                        ",veg     ,calcium       ,low_fat_diet ketogenic_diet vegan_diet high_fiber_diet high_protien_diet                                                                                                                ,0,1,1
198,meal_id229 ,chocolate lava cake                                                           ,cake        ,"dark chocolate, butter, icing sugar, egg yolks +  whole eggs, flour                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ",veg     ,vitamin_a     ,high_fiber_diet ketogenic_diet                                                                                                                                                          ,0,1,1
199,meal_id204 ,chocolate and almond rum ball h                                               ,almond      ,"Chocolate Sponge Eggless, Dark Chocolate, Single Cream, Almonds, Caster Sugar, Instant Coffee Powder, Dark Rum                                                                                                                                                                                                                                                                                                                                                                                                                                                        ",veg     ,magnesium     ,high_protien_diet high_fiber_diet ketogenic_diet gluten_free_diet                                                                                                                       ,0,1,1
200,meal_id232 ,apple and walnut cake                                                         ,cake        ,"Apples, eggs, walnuts, sugar, walnuts, oil, flour, baking powder, cinnamon powder                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ",veg     ,potassium     ,high_protien_diet low_fat_diet high_fiber_diet ketogenic_diet                                                                                                                           ,1,0,0
201,meal_id7   ,chocolate nero cookies                                                        ,cookie      ,"Almonds, eggs, sugar (ground), chocolate (light sweet), butter, flour, baking powder, caster sugar, icing sugar                                                                                                                                                                                                                                                                                                                                                                                                                                                       ",veg     ,magnesium     ,high_protien_diet high_fiber_diet ketogenic_diet                                                                                                                                        ,0,1,1
202,meal_id233 ,gluten free almond cake                                                       ,cake        ,"Almond powder, egg, honey, baking soda, vanilla essence, salt, honey, almonds                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ",veg     ,potassium     ,low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet gluten_free_diet                                                                                                    ,1,1,1
203,meal_id234 ,cinnamon star cookies                                                         ,cookie      ,"Butter, Caster Sugar, Christmas Mix Spicy, Cinnamon Powder, Honey, Glucose, Cream, Buckwheat Flour, Baking Soda, Bread Flour                                                                                                                                                                                                                                                                                                                                                                                                                                          ",veg     ,protien       ,ketogenic_diet                                                                                                                                                                          ,1,0,1
204,meal_id51  ,christmas chocolate fudge cookies                                             ,cookie      ,"Butter, Brown Sugar, Chocolate, Chocolate Chips, Eggs, Flour, Cocoa Powder, Baking Powder                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ",veg     ,magnesium     ,high_protien_diet high_fiber_diet ketogenic_diet                                                                                                                                        ,0,1,1
205,meal_id237 ,double chocolate easter cookies                                               ,cookie      ,"Butter, Brown Sugar, Caster Sugar, Vanilla Essence, Dark Chocolate, Refined Flour, Cocoa Powder, Baking Soda, Salt, Milk, Cadbury Gems                                                                                                                                                                                                                                                                                                                                                                                                                                ",veg     ,magnesium     ,high_protien_diet high_fiber_diet ketogenic_diet                                                                                                                                        ,1,1,1
206,meal_id53  ,chocolate appo                                                                ,chocolate   ,"rice, coconut, baking powder, vanilla extract, cinnamon powder, brown sugar, unsweetened cocoa powder, salt, chocolate chips, butter                                                                                                                                                                                                                                                                                                                                                                                                                                  ",veg     ,magnesium     ,high_protien_diet high_fiber_diet ketogenic_diet                                                                                                                                        ,0,1,1
207,meal_id163 ,red rice vermicelli kheer                                                     ,kheer       ,"red rice vermicelli / broken sooji / semolina vermicelli, butter, almonds, whole milk, cardamom powder, saffron strands / thread, sugar                                                                                                                                                                                                                                                                                                                                                                                                                               ",veg     ,carbohydrates ,alkaline_diet ketogenic_diet vegan_diet high_protien_diet dash_diet                                                                                                                     ,1,0,0
208,meal_id16  ,almond and raw banana galawat                                                 ,banana      ,"almond slivers, raw banana (boiled), almond paste, cooking cream, refined oil, mace powder, cardamom powder , ginger garlic paste, garam masala powder, red chilli powder, salt, tempura batter                                                                                                                                                                                                                                                                                                                                                                       ",veg     ,selenium      ,alkaline_diet low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet                                                                                 ,1,1,1
209,meal_id18  ,grilled almond barfi (sugar free)                                             ,barfi       ,"khoya, sweetener (optional), almonds (crushed)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ",veg     ,calcium       ,low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet                                                                                                               ,0,0,1
210,meal_id200 ,chocolate kaju katli                                                          ,kaju        ,"cashew nuts, sugar, water, milk chocolate or dark chocolate                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ",veg     ,vitamin_d     ,high_fiber_diet ketogenic_diet                                                                                                                                                          ,0,1,1
211,meal_id201 ,mix fruit laccha rabri tortilla crunch                                        ,rabri       ,"milk, sugar, cardamom powder, saffron, almonds and pistachios, grapes, apple, kiwi, orange, pomegranate, mint leaves, tortilla sheet, oil                                                                                                                                                                                                                                                                                                                                                                                                                             ",veg     ,calcium       ,alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet                                                                     ,1,1,1
212,meal_id21  ,apple rabdi                                                                   ,rabdi       ,"apples, milk, sugar, green cardamoms, almonds (blanched), pistachios (blanched)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ",veg     ,calcium       ,high_protien_diet vegan_diet low_fat_diet ketogenic_diet                                                                                                                                ,1,0,0
213,meal_id23  ,dates and nuts ladoo                                                          ,ladoo       ,"dates (pitted), mixed nuts (almonds, cashews, walnuts, pistachios, peanuts), dessicated coconut (optional)                                                                                                                                                                                                                                                                                                                                                                                                                                                            ",veg     ,vitamin_e     ,alkaline_diet omni_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet gluten_free_diet dash_diet                                                                            ,1,1,0
214,meal_id31  ,baked almond kofta                                                            ,kofta       ,"potato (boiled), nutmeg, milk, almonds (crushed), green onions, refined flour, egg, salt, pepper, eggs, refined flour (for rolling), dried breadcrumbs (for rolling)                                                                                                                                                                                                                                                                                                                                                                                                  ",veg     ,calcium       ,low_fat_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet                                                                               ,0,0,1
215,meal_id32  ,almond and amaranth ladoo                                                     ,ladoo       ,"popped amaranth seeds, jaggery, almonds (slivered, unpeeled)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ",veg     ,calcium       ,low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet                                                                                                               ,0,0,1
216,meal_id163 ,red rice vermicelli kheer                                                     ,kheer       ,"Red Rice Vermicelli/ Broken Semolina/ Sooji Vermicelli, Butter, Almonds, Whole Milk, Cardamom Powder, Saffron Threads, Sugar                                                                                                                                                                                                                                                                                                                                                                                                                                          ",veg     ,carbohydrates ,alkaline_diet ketogenic_diet vegan_diet high_protien_diet dash_diet                                                                                                                     ,1,0,0
217,meal_id241 ,fish curry                                                                    ,curry       ,"fresh sole fish, black pepper powder, lemon (juiced), onion, coriander seeds, black pepper, raw rice, garlic cloves, coconut, coriander leaves, ginger (large), cinnamon powder, clove powder, ground nut oil, tamarind paste, cooking oil, salt,                                                                                                                                                                                                                                                                                                                     ",non-veg ,vitamin_a     ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet                                                                                          ,1,1,1
